X16;49;76;a;Kurs do: Stogi Pasanil
X20;1;15;a;Kurs do: Stogi Pasanil
X20;32;35;a;Kurs do: Stogi Pasanil
X20;45;48;a;Kurs do: Stogi Pasanil
X20;63;76;a;Kurs do: Stogi Pasanil
X24;1;15;a;Kurs do: Stogi Pasanil
X24;32;35;a;Kurs do: Stogi Pasanil
X24;45;48;a;Kurs do: Stogi Pasanil
X24;63;76;a;Kurs do: Stogi Pasanil
X28;1;15;a;Kurs do: Stogi Pasanil
X28;32;35;a;Kurs do: Stogi Pasanil
X28;45;48;a;Kurs do: Stogi Pasanil
X28;63;76;a;Kurs do: Stogi Pasanil
X29;1;15;a;Kurs do: Stogi Pasanil
X29;32;35;a;Kurs do: Stogi Pasanil
X29;45;48;a;Kurs do: Stogi Pasanil
X29;63;76;a;Kurs do: Stogi Pasanil
X33;36;48;a;Kurs do: Stogi Pasanil
X33;63;76;a;Kurs do: Stogi Pasanil
X37;1;15;a;Kurs do: Stogi Pasanil
X37;32;35;a;Kurs do: Stogi Pasanil
X37;45;48;a;Kurs do: Stogi Pasanil
X37;63;76;a;Kurs do: Stogi Pasanil
X39;1;15;a;Kurs do: Stogi Pasanil
X39;32;35;a;Kurs do: Stogi Pasanil
X39;45;48;a;Kurs do: Stogi Pasanil
X39;63;76;a;Kurs do: Stogi Pasanil
X40;1;15;a;Kurs do: Stogi Pasanil
X40;32;35;a;Kurs do: Stogi Pasanil
X40;45;48;a;Kurs do: Stogi Pasanil
X40;63;76;a;Kurs do: Stogi Pasanil
X41;1;15;a;Kurs do: Stogi Pasanil
X41;32;35;a;Kurs do: Stogi Pasanil
X41;45;48;a;Kurs do: Stogi Pasanil
X41;63;76;a;Kurs do: Stogi Pasanil
X27;1;3;b;zjazd do zajezdni WRZESZCZ przez OliwÍ
X27;80;90;b;zjazd do zajezdni WRZESZCZ przez OliwÍ
X25;1;16;c;zjazd do zajezdni NOWY PORT przez Brzeüno
X25;91;103;c;zjazd do zajezdni NOWY PORT przez Brzeüno
X30;1;16;c;zjazd do zajezdni NOWY PORT przez Brzeüno
X30;91;103;c;zjazd do zajezdni NOWY PORT przez Brzeüno
X38;1;16;c;zjazd do zajezdni NOWY PORT przez Brzeüno
X38;91;103;c;zjazd do zajezdni NOWY PORT przez Brzeüno
